Cells,FOM (k-cell-steps/sec),Ranks,Ranks/Domain,Steps,Time (sec),MaxRSS (GiB),Try,Size,File
2592000,4680.05,32,4,1285,711.685,,1,60,runs--ultima01/run-20240303_191810_862109/try-01/output-srun-20240303_191810_862109-1.log
2592000,4683.89,32,4,1285,711.101,,4,60,runs--ultima01/run-20240303_163303_862019/try-04/output-srun-20240303_163303_862019-4.log
2592000,4685.4,32,4,1285,710.872,,3,60,runs--ultima01/run-20240303_183941_862079/try-03/output-srun-20240303_183941_862079-3.log
2592000,4685.36,32,4,1285,710.879,,7,60,runs--ultima01/run-20240303_163306_862034/try-07/output-srun-20240303_163306_862034-7.log
2592000,4686.19,32,4,1285,710.752,,7,60,runs--ultima01/run-20240303_163309_862049/try-07/output-srun-20240303_163309_862049-7.log
2592000,4686.46,32,4,1285,710.711,,7,60,runs--ultima01/run-20240303_204528_862124/try-07/output-srun-20240303_204528_862124-7.log
2592000,4686.74,32,4,1285,710.669,,6,60,runs--ultima01/run-20240303_183941_862079/try-06/output-srun-20240303_183941_862079-6.log
2592000,4688.84,32,4,1285,710.35,,3,60,runs--ultima01/run-20240303_204528_862124/try-03/output-srun-20240303_204528_862124-3.log
2592000,4689.0,32,4,1285,710.326,,4,60,runs--ultima01/run-20240303_183941_862079/try-04/output-srun-20240303_183941_862079-4.log
2592000,4690.59,32,4,1285,710.085,,5,60,runs--ultima01/run-20240303_183941_862079/try-05/output-srun-20240303_183941_862079-5.log
2592000,4692.25,32,4,1285,709.834,,1,60,runs--ultima01/run-20240303_184650_862094/try-01/output-srun-20240303_184650_862094-1.log
2592000,4692.43,32,4,1285,709.807,,5,60,runs--ultima01/run-20240303_204528_862124/try-05/output-srun-20240303_204528_862124-5.log
2592000,4692.78,32,4,1285,709.754,,2,60,runs--ultima01/run-20240303_163309_862049/try-02/output-srun-20240303_163309_862049-2.log
2592000,4692.96,32,4,1285,709.727,,2,60,runs--ultima01/run-20240303_184650_862094/try-02/output-srun-20240303_184650_862094-2.log
2592000,4693.22,32,4,1285,709.688,,6,60,runs--ultima01/run-20240303_204528_862124/try-06/output-srun-20240303_204528_862124-6.log
2592000,4694.22,32,4,1285,709.536,,1,60,runs--ultima01/run-20240303_163309_862049/try-01/output-srun-20240303_163309_862049-1.log
2592000,4696.03,32,4,1285,709.263,,5,60,runs--ultima01/run-20240303_163309_862049/try-05/output-srun-20240303_163309_862049-5.log
2592000,4697.75,32,4,1285,709.004,,0,60,runs--ultima01/run-20240303_204528_862124/try-00/output-srun-20240303_204528_862124-0.log
2592000,4699.78,32,4,1285,708.697,,2,60,runs--ultima01/run-20240303_204528_862124/try-02/output-srun-20240303_204528_862124-2.log
2592000,4701.88,32,4,1285,708.381,,4,60,runs--ultima01/run-20240303_204528_862124/try-04/output-srun-20240303_204528_862124-4.log
2592000,4701.97,32,4,1285,708.367,,7,60,runs--ultima01/run-20240303_191810_862109/try-07/output-srun-20240303_191810_862109-7.log
2592000,4702.29,32,4,1285,708.319,,3,60,runs--ultima01/run-20240303_184650_862094/try-03/output-srun-20240303_184650_862094-3.log
2592000,4705.45,32,4,1285,707.842,,1,60,runs--ultima01/run-20240303_163306_862034/try-01/output-srun-20240303_163306_862034-1.log
2592000,4706.95,32,4,1285,707.618,,5,60,runs--ultima01/run-20240303_163306_862034/try-05/output-srun-20240303_163306_862034-5.log
2592000,4707.66,32,4,1285,707.511,,0,60,runs--ultima01/run-20240303_191810_862109/try-00/output-srun-20240303_191810_862109-0.log
2592000,4709.95,32,4,1285,707.166,,1,60,runs--ultima01/run-20240303_183109_862064/try-01/output-srun-20240303_183109_862064-1.log
2592000,4714.55,32,4,1285,706.477,,0,60,runs--ultima01/run-20240303_205548_862142/try-00/output-srun-20240303_205548_862142-0.log
2592000,4717.88,32,4,1285,705.978,,4,60,runs--ultima01/run-20240303_163309_862049/try-04/output-srun-20240303_163309_862049-4.log
2592000,7580.97,56,7,2135,729.975,,7,60,runs--ultima01/run-20240303_163306_862033/try-07/output-srun-20240303_163306_862033-7.log
2592000,7586.51,56,7,2135,729.442,,6,60,runs--ultima01/run-20240303_191730_862108/try-06/output-srun-20240303_191730_862108-6.log
2592000,7587.53,56,7,2135,729.344,,5,60,runs--ultima01/run-20240303_182954_862063/try-05/output-srun-20240303_182954_862063-5.log
2592000,7588.48,56,7,2135,729.253,,0,60,runs--ultima01/run-20240303_163306_862033/try-00/output-srun-20240303_163306_862033-0.log
2592000,7596.15,56,7,2135,728.517,,4,60,runs--ultima01/run-20240303_163309_862048/try-04/output-srun-20240303_163309_862048-4.log
2592000,7602.72,56,7,2135,727.887,,4,60,runs--ultima01/run-20240303_163306_862033/try-04/output-srun-20240303_163306_862033-4.log
2592000,7606.64,56,7,2135,727.512,,3,60,runs--ultima01/run-20240303_163306_862033/try-03/output-srun-20240303_163306_862033-3.log
2592000,7612.62,56,7,2135,726.94,,4,60,runs--ultima01/run-20240303_204521_862123/try-04/output-srun-20240303_204521_862123-4.log
2592000,7616.99,56,7,2135,726.523,,0,60,runs--ultima01/run-20240303_182954_862063/try-00/output-srun-20240303_182954_862063-0.log
2592000,7620.57,56,7,2135,726.182,,3,60,runs--ultima01/run-20240303_182954_862063/try-03/output-srun-20240303_182954_862063-3.log
2592000,7621.06,56,7,2135,726.135,,1,60,runs--ultima01/run-20240303_204521_862123/try-01/output-srun-20240303_204521_862123-1.log
2592000,7624.87,56,7,2135,725.772,,1,60,runs--ultima01/run-20240303_191730_862108/try-01/output-srun-20240303_191730_862108-1.log
2592000,7634.29,56,7,2135,724.877,,7,60,runs--ultima01/run-20240303_191730_862108/try-07/output-srun-20240303_191730_862108-7.log
2592000,7635.88,56,7,2135,724.726,,2,60,runs--ultima01/run-20240303_163303_862018/try-02/output-srun-20240303_163303_862018-2.log
2592000,7639.13,56,7,2135,724.418,,4,60,runs--ultima01/run-20240303_191730_862108/try-04/output-srun-20240303_191730_862108-4.log
2592000,7639.69,56,7,2135,724.365,,1,60,runs--ultima01/run-20240303_182954_862063/try-01/output-srun-20240303_182954_862063-1.log
2592000,7640.72,56,7,2135,724.266,,6,60,runs--ultima01/run-20240303_163306_862033/try-06/output-srun-20240303_163306_862033-6.log
2592000,7641.27,56,7,2135,724.215,,5,60,runs--ultima01/run-20240303_163309_862048/try-05/output-srun-20240303_163309_862048-5.log
2592000,7645.06,56,7,2135,723.855,,0,60,runs--ultima01/run-20240303_191730_862108/try-00/output-srun-20240303_191730_862108-0.log
2592000,7645.14,56,7,2135,723.849,,1,60,runs--ultima01/run-20240303_163306_862033/try-01/output-srun-20240303_163306_862033-1.log
2592000,7645.62,56,7,2135,723.803,,4,60,runs--ultima01/run-20240303_182954_862063/try-04/output-srun-20240303_182954_862063-4.log
2592000,7657.78,56,7,2135,722.653,,6,60,runs--ultima01/run-20240303_182954_862063/try-06/output-srun-20240303_182954_862063-6.log
2592000,7657.96,56,7,2135,722.637,,2,60,runs--ultima01/run-20240303_182954_862063/try-02/output-srun-20240303_182954_862063-2.log
2592000,7658.09,56,7,2135,722.624,,0,60,runs--ultima01/run-20240303_204521_862123/try-00/output-srun-20240303_204521_862123-0.log
2592000,7660.26,56,7,2135,722.419,,2,60,runs--ultima01/run-20240303_163309_862048/try-02/output-srun-20240303_163309_862048-2.log
2592000,7662.45,56,7,2135,722.213,,2,60,runs--ultima01/run-20240303_191730_862108/try-02/output-srun-20240303_191730_862108-2.log
2592000,7662.64,56,7,2135,722.195,,5,60,runs--ultima01/run-20240303_184409_862093/try-05/output-srun-20240303_184409_862093-5.log
2592000,7664.63,56,7,2135,722.008,,1,60,runs--ultima01/run-20240303_183933_862078/try-01/output-srun-20240303_183933_862078-1.log
2592000,7664.84,56,7,2135,721.987,,5,60,runs--ultima01/run-20240303_191730_862108/try-05/output-srun-20240303_191730_862108-5.log
2592000,7665.0,56,7,2135,721.973,,7,60,runs--ultima01/run-20240303_204521_862123/try-07/output-srun-20240303_204521_862123-7.log
2592000,7665.27,56,7,2135,721.947,,6,60,runs--ultima01/run-20240303_183933_862078/try-06/output-srun-20240303_183933_862078-6.log
2592000,7665.92,56,7,2135,721.886,,2,60,runs--ultima01/run-20240303_163306_862033/try-02/output-srun-20240303_163306_862033-2.log
2592000,7665.92,56,7,2135,721.886,,7,60,runs--ultima01/run-20240303_163309_862048/try-07/output-srun-20240303_163309_862048-7.log
2592000,7666.87,56,7,2135,721.797,,1,60,runs--ultima01/run-20240303_163309_862048/try-01/output-srun-20240303_163309_862048-1.log
2592000,7667.08,56,7,2135,721.776,,3,60,runs--ultima01/run-20240303_183933_862078/try-03/output-srun-20240303_183933_862078-3.log
2592000,7667.45,56,7,2135,721.742,,5,60,runs--ultima01/run-20240303_183933_862078/try-05/output-srun-20240303_183933_862078-5.log
2592000,7673.99,56,7,2135,721.127,,6,60,runs--ultima01/run-20240303_204521_862123/try-06/output-srun-20240303_204521_862123-6.log
2592000,7675.78,56,7,2135,720.959,,3,60,runs--ultima01/run-20240303_191730_862108/try-03/output-srun-20240303_191730_862108-3.log
2592000,7675.96,56,7,2135,720.942,,6,60,runs--ultima01/run-20240303_163309_862048/try-06/output-srun-20240303_163309_862048-6.log
2592000,7676.24,56,7,2135,720.916,,0,60,runs--ultima01/run-20240303_183933_862078/try-00/output-srun-20240303_183933_862078-0.log
2592000,7677.4,56,7,2135,720.807,,7,60,runs--ultima01/run-20240303_182954_862063/try-07/output-srun-20240303_182954_862063-7.log
2592000,7678.93,56,7,2135,720.663,,0,60,runs--ultima01/run-20240303_163309_862048/try-00/output-srun-20240303_163309_862048-0.log
2592000,7681.74,56,7,2135,720.399,,0,60,runs--ultima01/run-20240303_184409_862093/try-00/output-srun-20240303_184409_862093-0.log
2592000,7685.01,56,7,2135,720.093,,3,60,runs--ultima01/run-20240303_204521_862123/try-03/output-srun-20240303_204521_862123-3.log
2592000,7690.6,56,7,2135,719.57,,1,60,runs--ultima01/run-20240303_184409_862093/try-01/output-srun-20240303_184409_862093-1.log
2592000,7693.37,56,7,2135,719.311,,7,60,runs--ultima01/run-20240303_163303_862018/try-07/output-srun-20240303_163303_862018-7.log
2592000,7700.38,56,7,2135,718.655,,2,60,runs--ultima01/run-20240303_184409_862093/try-02/output-srun-20240303_184409_862093-2.log
2592000,7706.14,56,7,2135,718.119,,5,60,runs--ultima01/run-20240303_163306_862033/try-05/output-srun-20240303_163306_862033-5.log
2592000,7707.7,56,7,2135,717.973,,2,60,runs--ultima01/run-20240303_204521_862123/try-02/output-srun-20240303_204521_862123-2.log
2592000,7708.76,56,7,2135,717.874,,3,60,runs--ultima01/run-20240303_163303_862018/try-03/output-srun-20240303_163303_862018-3.log
2592000,7713.95,56,7,2135,717.391,,5,60,runs--ultima01/run-20240303_204521_862123/try-05/output-srun-20240303_204521_862123-5.log
2592000,7716.65,56,7,2135,717.14,,6,60,runs--ultima01/run-20240303_184409_862093/try-06/output-srun-20240303_184409_862093-6.log
2592000,7723.12,56,7,2135,716.539,,4,60,runs--ultima01/run-20240303_163303_862018/try-04/output-srun-20240303_163303_862018-4.log
2592000,7727.8,56,7,2135,716.106,,4,60,runs--ultima01/run-20240303_184409_862093/try-04/output-srun-20240303_184409_862093-4.log
2592000,7727.18,56,7,2135,716.163,,3,60,runs--ultima01/run-20240303_163309_862048/try-03/output-srun-20240303_163309_862048-3.log
2592000,7728.89,56,7,2135,716.005,,6,60,runs--ultima01/run-20240303_163303_862018/try-06/output-srun-20240303_163303_862018-6.log
2592000,7730.32,56,7,2135,715.873,,3,60,runs--ultima01/run-20240303_184409_862093/try-03/output-srun-20240303_184409_862093-3.log
2592000,7739.43,56,7,2135,715.03,,7,60,runs--ultima01/run-20240303_184409_862093/try-07/output-srun-20240303_184409_862093-7.log
2592000,7742.36,56,7,2135,714.759,,2,60,runs--ultima01/run-20240303_183933_862078/try-02/output-srun-20240303_183933_862078-2.log
2592000,7762.18,56,7,2135,712.934,,5,60,runs--ultima01/run-20240303_163303_862018/try-05/output-srun-20240303_163303_862018-5.log
2592000,7762.25,56,7,2135,712.928,,4,60,runs--ultima01/run-20240303_183933_862078/try-04/output-srun-20240303_183933_862078-4.log
2592000,7763.34,56,7,2135,712.827,,1,60,runs--ultima01/run-20240303_163303_862018/try-01/output-srun-20240303_163303_862018-1.log
2592000,7774.99,56,7,2135,711.76,,0,60,runs--ultima01/run-20240303_163303_862018/try-00/output-srun-20240303_163303_862018-0.log
2592000,7776.47,56,7,2135,711.623,,7,60,runs--ultima01/run-20240303_183933_862078/try-07/output-srun-20240303_183933_862078-7.log
2592000,7797.07,56,7,2135,709.744,,0,60,runs--ultima01/run-20240303_205233_862141/try-00/output-srun-20240303_205233_862141-0.log
2592000,8372.58,88,11,2349,727.208,,6,60,runs--ultima01/run-20240303_204453_862122/try-06/output-srun-20240303_204453_862122-6.log
2592000,8385.55,88,11,2349,726.083,,7,60,runs--ultima01/run-20240303_163309_862047/try-07/output-srun-20240303_163309_862047-7.log
2592000,8391.37,88,11,2349,725.58,,6,60,runs--ultima01/run-20240303_163306_862032/try-06/output-srun-20240303_163306_862032-6.log
2592000,8393.33,88,11,2349,725.411,,7,60,runs--ultima01/run-20240303_204453_862122/try-07/output-srun-20240303_204453_862122-7.log
2592000,8393.62,88,11,2349,725.385,,2,60,runs--ultima01/run-20240303_204453_862122/try-02/output-srun-20240303_204453_862122-2.log
2592000,8395.33,88,11,2349,725.238,,4,60,runs--ultima01/run-20240303_163303_862017/try-04/output-srun-20240303_163303_862017-4.log
2592000,8406.73,88,11,2349,724.254,,2,60,runs--ultima01/run-20240303_191402_862107/try-02/output-srun-20240303_191402_862107-2.log
2592000,8407.74,88,11,2349,724.167,,7,60,runs--ultima01/run-20240303_163303_862017/try-07/output-srun-20240303_163303_862017-7.log
2592000,8428.01,88,11,2349,722.425,,2,60,runs--ultima01/run-20240303_182644_862062/try-02/output-srun-20240303_182644_862062-2.log
2592000,8431.44,88,11,2349,722.131,,3,60,runs--ultima01/run-20240303_182644_862062/try-03/output-srun-20240303_182644_862062-3.log
2592000,8438.96,88,11,2349,721.488,,2,60,runs--ultima01/run-20240303_163303_862017/try-02/output-srun-20240303_163303_862017-2.log
2592000,8439.74,88,11,2349,721.421,,4,60,runs--ultima01/run-20240303_163309_862047/try-04/output-srun-20240303_163309_862047-4.log
2592000,8441.11,88,11,2349,721.304,,3,60,runs--ultima01/run-20240303_163306_862032/try-03/output-srun-20240303_163306_862032-3.log
2592000,8446.53,88,11,2349,720.841,,0,60,runs--ultima01/run-20240303_163306_862032/try-00/output-srun-20240303_163306_862032-0.log
2592000,8447.64,88,11,2349,720.747,,4,60,runs--ultima01/run-20240303_183911_862077/try-04/output-srun-20240303_183911_862077-4.log
2592000,8448.53,88,11,2349,720.671,,4,60,runs--ultima01/run-20240303_191402_862107/try-04/output-srun-20240303_191402_862107-4.log
2592000,8449.61,88,11,2349,720.579,,2,60,runs--ultima01/run-20240303_163309_862047/try-02/output-srun-20240303_163309_862047-2.log
2592000,8450.29,88,11,2349,720.521,,6,60,runs--ultima01/run-20240303_163309_862047/try-06/output-srun-20240303_163309_862047-6.log
2592000,8451.68,88,11,2349,720.402,,1,60,runs--ultima01/run-20240303_204453_862122/try-01/output-srun-20240303_204453_862122-1.log
2592000,8451.76,88,11,2349,720.396,,2,60,runs--ultima01/run-20240303_163306_862032/try-02/output-srun-20240303_163306_862032-2.log
2592000,8452.23,88,11,2349,720.356,,0,60,runs--ultima01/run-20240303_204453_862122/try-00/output-srun-20240303_204453_862122-0.log
2592000,8452.47,88,11,2349,720.334,,1,60,runs--ultima01/run-20240303_183911_862077/try-01/output-srun-20240303_183911_862077-1.log
2592000,8454.08,88,11,2349,720.198,,6,60,runs--ultima01/run-20240303_191402_862107/try-06/output-srun-20240303_191402_862107-6.log
2592000,8455.32,88,11,2349,720.092,,5,60,runs--ultima01/run-20240303_183911_862077/try-05/output-srun-20240303_183911_862077-5.log
2592000,8460.36,88,11,2349,719.663,,1,60,runs--ultima01/run-20240303_191402_862107/try-01/output-srun-20240303_191402_862107-1.log
2592000,8461.65,88,11,2349,719.553,,1,60,runs--ultima01/run-20240303_163306_862032/try-01/output-srun-20240303_163306_862032-1.log
2592000,8462.97,88,11,2349,719.441,,3,60,runs--ultima01/run-20240303_204453_862122/try-03/output-srun-20240303_204453_862122-3.log
2592000,8467.55,88,11,2349,719.052,,5,60,runs--ultima01/run-20240303_163303_862017/try-05/output-srun-20240303_163303_862017-5.log
2592000,8470.68,88,11,2349,718.786,,6,60,runs--ultima01/run-20240303_163303_862017/try-06/output-srun-20240303_163303_862017-6.log
2592000,8472.52,88,11,2349,718.63,,5,60,runs--ultima01/run-20240303_163309_862047/try-05/output-srun-20240303_163309_862047-5.log
2592000,8476.06,88,11,2349,718.33,,5,60,runs--ultima01/run-20240303_163306_862032/try-05/output-srun-20240303_163306_862032-5.log
2592000,8477.78,88,11,2349,718.185,,7,60,runs--ultima01/run-20240303_184345_862092/try-07/output-srun-20240303_184345_862092-7.log
2592000,8478.67,88,11,2349,718.109,,0,60,runs--ultima01/run-20240303_191402_862107/try-00/output-srun-20240303_191402_862107-0.log
2592000,8485.37,88,11,2349,717.542,,1,60,runs--ultima01/run-20240303_182644_862062/try-01/output-srun-20240303_182644_862062-1.log
2592000,8489.62,88,11,2349,717.182,,4,60,runs--ultima01/run-20240303_204453_862122/try-04/output-srun-20240303_204453_862122-4.log
2592000,8490.22,88,11,2349,717.132,,3,60,runs--ultima01/run-20240303_163309_862047/try-03/output-srun-20240303_163309_862047-3.log
2592000,8491.71,88,11,2349,717.006,,3,60,runs--ultima01/run-20240303_183911_862077/try-03/output-srun-20240303_183911_862077-3.log
2592000,8492.53,88,11,2349,716.937,,1,60,runs--ultima01/run-20240303_163303_862017/try-01/output-srun-20240303_163303_862017-1.log
2592000,8493.78,88,11,2349,716.832,,4,60,runs--ultima01/run-20240303_182644_862062/try-04/output-srun-20240303_182644_862062-4.log
2592000,8495.08,88,11,2349,716.722,,1,60,runs--ultima01/run-20240303_184345_862092/try-01/output-srun-20240303_184345_862092-1.log
2592000,8496.02,88,11,2349,716.643,,0,60,runs--ultima01/run-20240303_163303_862017/try-00/output-srun-20240303_163303_862017-0.log
2592000,8496.5,88,11,2349,716.602,,7,60,runs--ultima01/run-20240303_183911_862077/try-07/output-srun-20240303_183911_862077-7.log
2592000,8496.74,88,11,2349,716.582,,6,60,runs--ultima01/run-20240303_183911_862077/try-06/output-srun-20240303_183911_862077-6.log
2592000,8498.22,88,11,2349,716.456,,7,60,runs--ultima01/run-20240303_191402_862107/try-07/output-srun-20240303_191402_862107-7.log
2592000,8500.12,88,11,2349,716.296,,7,60,runs--ultima01/run-20240303_182644_862062/try-07/output-srun-20240303_182644_862062-7.log
2592000,8500.81,88,11,2349,716.239,,4,60,runs--ultima01/run-20240303_163306_862032/try-04/output-srun-20240303_163306_862032-4.log
2592000,8501.14,88,11,2349,716.211,,3,60,runs--ultima01/run-20240303_163303_862017/try-03/output-srun-20240303_163303_862017-3.log
2592000,8502.94,88,11,2349,716.059,,5,60,runs--ultima01/run-20240303_204453_862122/try-05/output-srun-20240303_204453_862122-5.log
2592000,8503.46,88,11,2349,716.015,,5,60,runs--ultima01/run-20240303_182644_862062/try-05/output-srun-20240303_182644_862062-5.log
2592000,8504.89,88,11,2349,715.895,,2,60,runs--ultima01/run-20240303_184345_862092/try-02/output-srun-20240303_184345_862092-2.log
2592000,8506.28,88,11,2349,715.778,,1,60,runs--ultima01/run-20240303_163309_862047/try-01/output-srun-20240303_163309_862047-1.log
2592000,8508.02,88,11,2349,715.632,,2,60,runs--ultima01/run-20240303_183911_862077/try-02/output-srun-20240303_183911_862077-2.log
2592000,8510.19,88,11,2349,715.449,,6,60,runs--ultima01/run-20240303_184345_862092/try-06/output-srun-20240303_184345_862092-6.log
2592000,8511.92,88,11,2349,715.304,,3,60,runs--ultima01/run-20240303_184345_862092/try-03/output-srun-20240303_184345_862092-3.log
2592000,8517.29,88,11,2349,714.852,,4,60,runs--ultima01/run-20240303_184345_862092/try-04/output-srun-20240303_184345_862092-4.log
2592000,8517.69,88,11,2349,714.819,,6,60,runs--ultima01/run-20240303_182644_862062/try-06/output-srun-20240303_182644_862062-6.log
2592000,8520.84,88,11,2349,714.555,,0,60,runs--ultima01/run-20240303_183911_862077/try-00/output-srun-20240303_183911_862077-0.log
2592000,8521.38,88,11,2349,714.51,,3,60,runs--ultima01/run-20240303_191402_862107/try-03/output-srun-20240303_191402_862107-3.log
2592000,8521.69,88,11,2349,714.483,,7,60,runs--ultima01/run-20240303_163306_862032/try-07/output-srun-20240303_163306_862032-7.log
2592000,8522.89,88,11,2349,714.383,,0,60,runs--ultima01/run-20240303_163309_862047/try-00/output-srun-20240303_163309_862047-0.log
2592000,8536.17,88,11,2349,713.272,,5,60,runs--ultima01/run-20240303_191402_862107/try-05/output-srun-20240303_191402_862107-5.log
2592000,8544.4,88,11,2349,712.585,,5,60,runs--ultima01/run-20240303_184345_862092/try-05/output-srun-20240303_184345_862092-5.log
2592000,8544.26,88,11,2349,712.596,,0,60,runs--ultima01/run-20240303_184345_862092/try-00/output-srun-20240303_184345_862092-0.log
2592000,8549.19,88,11,2349,712.186,,0,60,runs--ultima01/run-20240303_182644_862062/try-00/output-srun-20240303_182644_862062-0.log
2592000,8605.81,88,11,2349,707.499,,0,60,runs--ultima01/run-20240303_205208_862140/try-00/output-srun-20240303_205208_862140-0.log
2592000,8922.96,112,14,2490,723.312,,6,60,runs--ultima01/run-20240303_185658_862106/try-06/output-srun-20240303_185658_862106-6.log
2592000,8923.68,112,14,2490,723.253,,1,60,runs--ultima01/run-20240303_185658_862106/try-01/output-srun-20240303_185658_862106-1.log
2592000,8926.36,112,14,2490,723.036,,7,60,runs--ultima01/run-20240303_185658_862106/try-07/output-srun-20240303_185658_862106-7.log
2592000,8928.73,112,14,2490,722.844,,3,60,runs--ultima01/run-20240303_185658_862106/try-03/output-srun-20240303_185658_862106-3.log
2592000,8933.67,112,14,2490,722.444,,5,60,runs--ultima01/run-20240303_185658_862106/try-05/output-srun-20240303_185658_862106-5.log
2592000,8939.61,112,14,2490,721.965,,4,60,runs--ultima01/run-20240303_185658_862106/try-04/output-srun-20240303_185658_862106-4.log
2592000,8964.43,112,14,2490,719.966,,1,60,runs--ultima01/run-20240303_183908_862076/try-01/output-srun-20240303_183908_862076-1.log
2592000,8965.5,112,14,2490,719.879,,0,60,runs--ultima01/run-20240303_184327_862091/try-00/output-srun-20240303_184327_862091-0.log
2592000,8969.47,112,14,2490,719.561,,5,60,runs--ultima01/run-20240303_183908_862076/try-05/output-srun-20240303_183908_862076-5.log
2592000,8972.52,112,14,2490,719.316,,2,60,runs--ultima01/run-20240303_185658_862106/try-02/output-srun-20240303_185658_862106-2.log
2592000,8975.2,112,14,2490,719.102,,3,60,runs--ultima01/run-20240303_183908_862076/try-03/output-srun-20240303_183908_862076-3.log
2592000,8975.69,112,14,2490,719.062,,0,60,runs--ultima01/run-20240303_185658_862106/try-00/output-srun-20240303_185658_862106-0.log
2592000,8978.28,112,14,2490,718.855,,1,60,runs--ultima01/run-20240303_184327_862091/try-01/output-srun-20240303_184327_862091-1.log
2592000,8979.36,112,14,2490,718.768,,6,60,runs--ultima01/run-20240303_204414_862121/try-06/output-srun-20240303_204414_862121-6.log
2592000,8982.81,112,14,2490,718.493,,0,60,runs--ultima01/run-20240303_204414_862121/try-00/output-srun-20240303_204414_862121-0.log
2592000,8983.05,112,14,2490,718.473,,6,60,runs--ultima01/run-20240303_183908_862076/try-06/output-srun-20240303_183908_862076-6.log
2592000,8983.71,112,14,2490,718.421,,7,60,runs--ultima01/run-20240303_184327_862091/try-07/output-srun-20240303_184327_862091-7.log
2592000,8989.79,112,14,2490,717.935,,2,60,runs--ultima01/run-20240303_183908_862076/try-02/output-srun-20240303_183908_862076-2.log
2592000,8991.87,112,14,2490,717.768,,6,60,runs--ultima01/run-20240303_184327_862091/try-06/output-srun-20240303_184327_862091-6.log
2592000,8993.23,112,14,2490,717.66,,4,60,runs--ultima01/run-20240303_183908_862076/try-04/output-srun-20240303_183908_862076-4.log
2592000,8994.13,112,14,2490,717.588,,3,60,runs--ultima01/run-20240303_163306_862031/try-03/output-srun-20240303_163306_862031-3.log
2592000,8997.67,112,14,2490,717.306,,6,60,runs--ultima01/run-20240303_163306_862031/try-06/output-srun-20240303_163306_862031-6.log
2592000,8997.96,112,14,2490,717.283,,3,60,runs--ultima01/run-20240303_184327_862091/try-03/output-srun-20240303_184327_862091-3.log
2592000,8999.62,112,14,2490,717.15,,5,60,runs--ultima01/run-20240303_204414_862121/try-05/output-srun-20240303_204414_862121-5.log
2592000,9003.06,112,14,2490,716.876,,5,60,runs--ultima01/run-20240303_163309_862046/try-05/output-srun-20240303_163309_862046-5.log
2592000,9006.01,112,14,2490,716.641,,3,60,runs--ultima01/run-20240303_204414_862121/try-03/output-srun-20240303_204414_862121-3.log
2592000,9006.16,112,14,2490,716.63,,5,60,runs--ultima01/run-20240303_184327_862091/try-05/output-srun-20240303_184327_862091-5.log
2592000,9013.19,112,14,2490,716.071,,7,60,runs--ultima01/run-20240303_204414_862121/try-07/output-srun-20240303_204414_862121-7.log
2592000,9014.63,112,14,2490,715.956,,1,60,runs--ultima01/run-20240303_204414_862121/try-01/output-srun-20240303_204414_862121-1.log
2592000,9015.63,112,14,2490,715.877,,7,60,runs--ultima01/run-20240303_163306_862031/try-07/output-srun-20240303_163306_862031-7.log
2592000,9018.68,112,14,2490,715.634,,2,60,runs--ultima01/run-20240303_204414_862121/try-02/output-srun-20240303_204414_862121-2.log
2592000,9020.2,112,14,2490,715.514,,4,60,runs--ultima01/run-20240303_204414_862121/try-04/output-srun-20240303_204414_862121-4.log
2592000,9021.11,112,14,2490,715.442,,7,60,runs--ultima01/run-20240303_183908_862076/try-07/output-srun-20240303_183908_862076-7.log
2592000,9021.87,112,14,2490,715.382,,2,60,runs--ultima01/run-20240303_184327_862091/try-02/output-srun-20240303_184327_862091-2.log
2592000,9026.65,112,14,2490,715.003,,4,60,runs--ultima01/run-20240303_163306_862031/try-04/output-srun-20240303_163306_862031-4.log
2592000,9028.94,112,14,2490,714.822,,4,60,runs--ultima01/run-20240303_184327_862091/try-04/output-srun-20240303_184327_862091-4.log
2592000,9029.21,112,14,2490,714.8,,0,60,runs--ultima01/run-20240303_163309_862046/try-00/output-srun-20240303_163309_862046-0.log
2592000,9036.1,112,14,2490,714.255,,0,60,runs--ultima01/run-20240303_183908_862076/try-00/output-srun-20240303_183908_862076-0.log
2592000,9036.99,112,14,2490,714.185,,0,60,runs--ultima01/run-20240303_163306_862031/try-00/output-srun-20240303_163306_862031-0.log
2592000,9040.98,112,14,2490,713.869,,0,60,runs--ultima01/run-20240303_163303_862016/try-00/output-srun-20240303_163303_862016-0.log
2592000,9044.1,112,14,2490,713.623,,2,60,runs--ultima01/run-20240303_163306_862031/try-02/output-srun-20240303_163306_862031-2.log
2592000,9044.23,112,14,2490,713.613,,1,60,runs--ultima01/run-20240303_163306_862031/try-01/output-srun-20240303_163306_862031-1.log
2592000,9047.66,112,14,2490,713.343,,5,60,runs--ultima01/run-20240303_163306_862031/try-05/output-srun-20240303_163306_862031-5.log
2592000,9050.68,112,14,2490,713.104,,3,60,runs--ultima01/run-20240303_163303_862016/try-03/output-srun-20240303_163303_862016-3.log
2592000,9055.12,112,14,2490,712.755,,6,60,runs--ultima01/run-20240303_163309_862046/try-06/output-srun-20240303_163309_862046-6.log
2592000,9062.02,112,14,2490,712.212,,7,60,runs--ultima01/run-20240303_182529_862061/try-07/output-srun-20240303_182529_862061-7.log
